source_row	gene_symbol	source_genetic_defect	disease	inheritance	mechanism	is_dominant	is_recessive	is_x_linked	omim	major_category	subcategory
325	NFKBIA	NFKBIA	EDA-ID due to IKBA GOF	AD	GOF	true	false	false	164008	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 7 Anhidrotic Ectodermodysplasia with Immunodeficiency (EDA-ID)
326	NHEJ1	NHEJ1	Cernunnos/XLF deficiency	AR		false	true	false	611290	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 2 T-B- SCID
327	NLRC4	NLRC4	NLRC4 (GOF)-MAS (macrophage activating syndrome) or familial cold autoinflammatory syndrome 4	AD	GOF	true	false	false	616115	Table 7 Autoinflammatory Disorders	Subtable 2 Defects Affecting the Inflammasome
328	NLRP1	NLRP1	NLRP1 deficiency	AR		false	true	false	606579	Table 7 Autoinflammatory Disorders	Subtable 2 Defects Affecting the Inflammasome
329	NLRP1	NLRP1	NLRP1 GOF	AD	GOF	true	false	false	615225	Table 7 Autoinflammatory Disorders	Subtable 2 Defects Affecting the Inflammasome
330	NLRP12	NLRP12	Familial cold autoinflammatory syndrome 2	AD	GOF	true	false	false	611762	Table 7 Autoinflammatory Disorders	Subtable 2 Defects Affecting the Inflammasome
331	NLRP3	NLRP3	Familial cold autoinflammatory syndrome 1	AD	GOF	true	false	false	120100	Table 7 Autoinflammatory Disorders	Subtable 2 Defects Affecting the Inflammasome
332	NLRP3	NLRP3	Neonatal onset multisystem inflammatory disease (NOMID) or chronic infantile neurologic cutaneous and articular syndrome (CINCA)	AD	GOF	true	false	false	607115	Table 7 Autoinflammatory Disorders	Subtable 2 Defects Affecting the Inflammasome
333	NLRP3	NLRP3	Muckle-Wells syndrome	AD	GOF	true	false	false	191900	Table 7 Autoinflammatory Disorders	Subtable 2 Defects Affecting the Inflammasome
334	NOD2	NOD2	Blau syndrome	AD		true	false	false	186580	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
335	NHP2	NOLA2	DKCB2	AR		false	true	false	613987	Table 9 Bone marrow failure	
336	NOP10	NOLA3	DKCB1	AR		false	true	false	224230	Table 9 Bone marrow failure	
337	NOS2	NOS2	NOS2 deficiency	AR		false	true	false		Table 6 Defects in intrinsic and innate immunity	Subtable 3 Predisposition to Severe Viral Infection
338	NSMCE3	NSMCE3	NSMCE3 deficiency	AR		false	true	false	608243	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 2 DNA Repair Defects other than those listed in Table 1
339	NUDCD3	NUDCD3	NUDCD3 deficiency	AR		false	true	false	NA	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 2 T-B- SCID
340	OAS1	OAS1	OAS1 deficiency	AR		false	true	false		Table 6 Defects in intrinsic and innate immunity	Subtable 3 Predisposition to Severe Viral Infection
341	OAS1	OAS1	OAS1 GOF	AD	GOF	true	false	false	164350	Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
342	OAS2	OAS2	OAS2 deficiency	AR		false	true	false		Table 6 Defects in intrinsic and innate immunity	Subtable 3 Predisposition to Severe Viral Infection
343	ORAI1	ORAI1	ORAI-1 deficiency	AR		false	true	false	610277	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 8 Calcium Channel Defects
344	OSTM1	OSTM1	OSTM1 deficiency associated osteopetrosis	AR		false	true	false	607649	Table 6 Defects in intrinsic and innate immunity	Subtable 8 Other Inborn Errors of Immunity Related to Non-Hematopoietic Tissues
345	OTULIN	OTULIN	Otulipenia/ORAS	AR		false	true	false	615712	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
346	OTULIN	OTULIN	Otulin deficiency	AD	DN	true	false	false	615712	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
347	OTULIN	OTULIN	Otulin haplosufficiency	AD		true	false	false	615712	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
348	PALB2	PALB2	Fanconi Anemia Type N	AR		false	true	false	610832	Table 9 Bone marrow failure	
349	PARN	PARN	DKCB6	AR		false	true	false	616353	Table 9 Bone marrow failure	
350	PAX1	PAX1	PAX1 deficiency	AR		false	true	false		Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 1 T-B+ SCID
351	PAX5	PAX5	PAX5 deficiency	AR		false	true	false		Table 3 Predominantly Antibody Deficiencies	Subtable 1 Severe Reduction in All Serum Immunoglobulin Isotypes with Profoundly Decreased or Absent B Cells, Agammaglobulinemia
352	PDCD1	PDCD1	PD1 deficiency	AR		false	true	false		Table 4 Diseases of Immune Dysregulation	Subtable 4 Autoimmunity with or without Lymphoproliferation
353	PEPD	PEPD	Prolidase deficiency	AR		false	true	false	613230	Table 4 Diseases of Immune Dysregulation	Subtable 4 Autoimmunity with or without Lymphoproliferation
354	PGM3	PGM3	PGM3 deficiency	AR		false	true	false	172100	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 5 Hyper IgE Syndromes (HIES)
355	PIK3CD	PIK3CD	PIK3CD deficiency	AR		false	true	false		Table 3 Predominantly Antibody Deficiencies	Subtable 1 Agammaglobulinemia
356	PIK3CD	PIK3CD GOF	PIK3CD mutation (GOF) APDS1	AD	GOF	true	false	false	602839	Table 3 Predominantly Antibody Deficiencies	Subtable 2 CVID Phenotype
357	PIK3CG	PIK3CG	PIK3CG deficiency	AR		false	true	false		Table 3 Predominantly Antibody Deficiencies	Subtable 2 CVID Phenotype
358	PIK3R1	PIK3R1	PIK3R1 deficiency	AR		false	true	false	171833	Table 3 Predominantly Antibody Deficiencies	Subtable 1 Agammaglobulinemia
359	PIK3R1	PIK3R1	PIK3R1 deficiency (LOF) APDS2	AD		true	false	false	616005	Table 3 Predominantly Antibody Deficiencies	Subtable 2 CVID Phenotype
360	PLCG1	PLCG1	PLCG1 GOF disease	AD	GOF	true	false	false	620514	Table 4 Diseases of Immune Dysregulation	Subtable 4 Autoimmunity with or without Lymphoproliferation
361	PLCG2	PLCG2	PLAID (PLCg2 associated antibody deficiency and immune dysregulation) or familial cold autoinflammatory syndrome 3 or APLAID (c2120A>C)	AD	GOF	true	false	false	614468	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
362	PLEKHM1	PLEKHM1	PLEKHM1 deficiency associated osteopetrosis	AR		false	true	false	611466	Table 6 Defects in intrinsic and innate immunity	Subtable 8 Other Inborn Errors of Immunity Related to Non-Hematopoietic Tissues
363	PMS2	PMS2	PMS2 Deficiency	AR		false	true	false	600259	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 2 DNA Repair Defects other than those listed in Table 1
364	PMVK	PMVK	PVMK deficiency	AR		false	true	false		Table 7 Autoinflammatory Disorders	Subtable 2 Defects Affecting the Inflammasome
365	PNP	PNP	Purine nucleoside phosphorylase (PNP) deficiency	AR		false	true	false	164050	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 9 Other Combined immunodeficiencies wwith syndromic features
366	POLA1	POLA1	X-linked reticulate pigmentary disorder-POLA1	XL		false	false	true	301220	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 2 DNA Repair Defects other than those listed in Table 1
367	POLD1	POLD1	Polymerase d 1 deficiency	AR		false	true	false	174761	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
368	POLD2	POLD2	Polymerase d 2 deficiency	AR		false	true	false	600815	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
369	POLD3	POLD3	Polymerase d 3 deficiency	AR		false	true	false		Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
370	POLE	POLE1	POLE1 (Polymerase ε subunit 1) deficiency (FILS syndrome)	AR		false	true	false	174762	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 2 DNA Repair Defects other than those listed in Table 1
371	POLE2	POLE2	POLE2 (Polymerase ε subunit 2) deficiency	AR		false	true	false	602670	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 2 DNA Repair Defects other than those listed in Table 1
372	POLR3A	POLR3A	RNA polymerase III deficiency due to POLR3A defects	AD		true	false	false		Table 6 Defects in intrinsic and innate immunity	Subtable 3 Predisposition to Severe Viral Infection
373	POLR3C	POLR3C	RNA polymerase III deficiency due to POLR3C defects	AD		true	false	false		Table 6 Defects in intrinsic and innate immunity	Subtable 3 Predisposition to Severe Viral Infection
374	POLR3F	POLR3F	RNA polymerase III deficiency due to POLR3F defects	AD		true	false	false		Table 6 Defects in intrinsic and innate immunity	Subtable 3 Predisposition to Severe Viral Infection
375	POMP	POMP	PRAID	AD		true	false	false		Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
376	POU2AF1	POU2AF1	POU2AF1 deficiency	AR		false	true	false		Table 3 Predominantly Antibody Deficiencies	Subtable 2 CVID Phenotype
377	PRF1	PRF1	Perforin deficiency (FHL2)	AR		false	true	false	170280	Table 4 Diseases of Immune Dysregulation	Subtable 1 Familial Hemophagocytic Lymphohistiocytosis (FHL syndromes)
378	PRIM1	PRIM1	PRIM1	AR		false	true	false	620005	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
379	PRKCD	PRKCD	PRKCD deficiency	AR		false	true	false	176977	Table 4 Diseases of Immune Dysregulation	Subtable 7 Susceptibility to EBV and Lymphoproliferative Conditions
380	PRKDC	PRKDC	DNA PKcs deficiency	AR		false	true	false	176977	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 2 T-B- SCID
381	PSEN1	PSEN	PSEN deficiency hidradenitis suppurativa	AD		true	false	false	104311	Table 6 Defects in intrinsic and innate immunity	Subtable 8 Other Inborn Errors of Immunity Related to Non-Hematopoietic Tissues
382	PSENEN	PSENEN	PSENEN deficiency hidradenitis suppurativa	AD		true	false	false	607632	Table 6 Defects in intrinsic and innate immunity	Subtable 8 Other Inborn Errors of Immunity Related to Non-Hematopoietic Tissues
383	PSMB10	PSMB10	PSMB10 associated Omenn Syndrome	AD		true	false	false		Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
384	PSMB10	PSMB10	PRAAS- CANDLE	AR		false	true	false		Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
385	PSMB4	PSMB4	PRAAS- CANDLE	AR and digenic		false	true	false		Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
386	PSMB8	PSMB8	CANDLE (chronic atypical neutrophilic dermatitis with lipodystrophy)	AR		false	true	false	256040	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
387	PSMB8	PSMB8	CANDLE (chronic atypical neutrophilic dermatitis with lipodystrophy)	AD		true	false	false	256040	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
388	PSMB9	PSMB9	PRAAS -like condition	AR		false	true	false		Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
389	PSMB9	PSMB9	PRAAS -like condition	AD and various		true	false	false		Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
390	PSMD12	PSMD12	PSMD12 disorder	AR		false	true	false		Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
391	PSMG2	PSMG2	CANDLE (chronic atypical neutrophilic dermatitis with lipodystrophy)	AR		false	true	false	609702	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
392	PSTPIP1	PSTPIP1	Pyogenic sterile arthritis, pyoderma gangrenosum, acne (PAPA) syndrome, hyperzincemia and hypercalprotectinemia	AD		true	false	false	604416	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
393	PTCRA	PTCRA	PTCRA deficiency	AR		false	true	false		Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 9 Other Defects
394	PTEN	PTEN	PTEN Deficiency (LOF)	AD		true	false	false	601728	Table 3 Predominantly Antibody Deficiencies	Subtable 2 CVID Phenotype
395	PTPRC	PTPRC	CD45 deficiency	AR		false	true	false	151460	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 1 T-B+ SCID
396	RAB27A	RAB27A	Griscelli syndrome, type 2	AR		false	true	false	603868	Table 4 Diseases of Immune Dysregulation	Subtable 2 FHL Syndromes with Hypopigmentation
397	RAC2	RAC2	Activated RAC2 defect	AD	GOF	true	false	false	602049	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 2 T-B- SCID
398	RAC2	RAC2	RAC2 deficiency	AR		false	true	false	602049	Table 3 Predominantly Antibody Deficiencies	Subtable 2 CVID Phenotype
399	RAC2	RAC2	Rac 2 deficiency (LOF)	AD LOF		true	false	false	602049	Table 5 Congenital defects of phagocyte number or function	Subtable 2 Defects of Motility
400	RAD50	RAD50	RAD50 deficiency	AR		false	true	false	613078	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 2 DNA Repair Defects other than those listed in Table 1
401	RAD51	RAD51	Fanconi Anemia Type R	AR		false	true	false	617244	Table 9 Bone marrow failure	
402	RAD51C	RAD51C	Fanconi Anemia Type O	AR		false	true	false	613390	Table 9 Bone marrow failure	
403	RAG1	RAG1	RAG1 deficiency	AR		false	true	false	179615	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 2 T-B- SCID
404	RAG2	RAG2	RAG2 deficiency	AR		false	true	false	179616	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 2 T-B- SCID
405	RANBP2	RANBP2	Acute necrotizing encephalopathy	AD		true	false	false	601181	Table 6 Defects in intrinsic and innate immunity	Subtable 8 Other Inborn Errors of Immunity Related to Non-Hematopoietic Tissues
406	RASGRP1	RASGRP1	RASGRP1 deficiency	AR		false	true	false	603962	Table 4 Diseases of Immune Dysregulation	Subtable 7 Susceptibility to EBV and Lymphoproliferative Conditions
407	RBCK1	RBCK1	HOIL1 deficiency	AR		false	true	false	610924	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 9 Other Combined immunodeficiencies wwith syndromic features
408	RECQL4	RECQL4	RECQL4 disorders	AR		false	true	false	268400	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 2 DNA Repair Defects other than those listed in Table 1
409	REL	REL	c-Rel deficiency	AR		false	true	false	164910	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
410	RELA	RELA	RelA haplosufficiency	AD		true	false	false	618287	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
411	RELA	RELA	RELA interferonopathy	AD	DN	true	false	false	618287	Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
412	RELB	RELB	RelB deficiency	AR		false	true	false	604758	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
413	RFWD3	RFWD3	Fanconia Anemia Type W	AR		false	true	false	617784	Table 9 Bone marrow failure	
414	RFX5	RFX5	MHC class II deficiency group C	AR		false	true	false	601863	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
415	RFXANK	RFXANK	MHC class II deficiency group B	AR		false	true	false	603200	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
416	RFXAP	RFXAP	MHC class II deficiency group D	AR		false	true	false	601861	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
417	RHBDF2	RHBDF2	iRHOM deficiency	AR		false	true	false		Table 4 Diseases of Immune Dysregulation	Subtable 5 Immune Dysregulation with Colitis
418	RHOG	RHOG	RHOG deficiency	AR		false	true	false		Table 4 Diseases of Immune Dysregulation	Subtable 1 Familial Hemophagocytic Lymphohistiocytosis (FHL syndromes)
419	RHOH	RHOH	Rhoh Deficiency	AR		false	true	false	602037	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
420	RIPK1	RIPK1	RIPK1 deficiency	AR		false	true	false	618108	Table 4 Diseases of Immune Dysregulation	Subtable 5 Immune Dysregulation with Colitis
421	RIPK1	RIPK1	RIPK1 deficiency	AD		true	false	false		Table 7 Autoinflammatory Disorders	Subtable 2 Defects Affecting the Inflammasome
422	RIPK3	RIPK3	RIPK3 deficiency	AR		false	true	false		Table 6 Defects in intrinsic and innate immunity	Subtable 4 Herpes Simplex Encephalitis (HSE)
423	RMRP	RMRP	Cartilage hair hypoplasia (CHH)	AR		false	true	false	157660	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 4 Immuno-osseous Dysplasias
424	RNASEH2A	RNASEH2A	RNASEH2A deficiency, AGS4	AR		false	true	false	606034	Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
425	RNASEH2B	RNASEH2B	RNASEH2B deficiency, AGS2	AR		false	true	false	610326	Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
426	RNASEH2C	RNASEH2C	RNASEH2C deficiency, AGS3	AR		false	true	false	610330	Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
427	RNASEL	RNASEL	RNASEL deficiency	AR		false	true	false		Table 6 Defects in intrinsic and innate immunity	Subtable 3 Predisposition to Severe Viral Infection
428	RNF168	RNF168	RNF168 deficiency (Radiosensitivity, Immune Deficiency, Dysmorphic features, Learning difficulties [RIDDLE] Syndrome)	AR		false	true	false	612688	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 2 DNA Repair Defects other than those listed in Table 1
429	RNF31	RNF31	HOIP deficiency	AR		false	true	false	612487	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 9 Other Combined immunodeficiencies wwith syndromic features
430	RNU4ATAC	RNU4ATAC	MOPD1 deficiency (Roifman syndrome)	AR		false	true	false	601428	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 4 Immuno-osseous Dysplasias
431	RNU7-1	RNU7-1	RNU7-1 deficiency	AR		false	true	false	619487	Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
432	RORC	RORC	RORgt deficiency	AR		false	true	false	602943	Table 6 Defects in intrinsic and innate immunity	Subtable 1 Mendelian Susceptibility to mycobacterial disease (MSMD)
433	RPSA	RPSA	Isolated congenital asplenia (ICA) due to RPSA deficiency	AD		true	false	false	271400	Table 6 Defects in intrinsic and innate immunity	Subtable 8 Other Inborn Errors of Immunity Related to Non-Hematopoietic Tissues
434	RTEL1	RTEL1	DKCA4	AD		true	false	false	615190	Table 9 Bone marrow failure	
435	RTEL1	RTEL1	DKCB5	AR		false	true	false	615190	Table 9 Bone marrow failure	
436	SAMD9	SAMD9	SAMD9 (GOF)	AD	GOF	true	false	false	617053	Table 9 Bone marrow failure	
437	SAMD9L	SAMD9L	Ataxia Pancytopenia Syndrome	AD	GOF	true	false	false	611170	Table 9 Bone marrow failure	
438	SAMHD1	SAMHD1	SAMHD1 deficiency, AGS5	AR		false	true	false	606754	Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
439	SASH3	SASH3	SASH3 deficiency	XL		false	false	true		Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
440	SBDS	SBDS	Shwachman-Diamond Syndrome due to SBSD deficiency	AR		false	true	false	607444	Table 5 Congenital defects of phagocyte number or function	Subtable 1 Congenital Neutropenias
441	SEC61A1	SEC61A1	SEC61A1 deficiency	AD		true	false	false	609213	Table 3 Predominantly Antibody Deficiencies	Subtable 2 CVID Phenotype
442	SEMA3E	SEMA3E	CHARGE syndrome due to SEMA3E deficiency	AD		true	false	false	608166	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 3 Thymic Defects with Additional Congenital Anomalies
443	SERPING1	SERPING1	C1 inhibitor deficiency	AD rarely AR		true	true	false	606860	Table 8 Complement Deficiencies	
444	SGPL1	SGPL1	SGPL1 deficiency	AR		false	true	false	617575	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 9 Other Defects
445	SH2B3	SH2B3	SH2B3 deficiency	AR		false	true	false	605093	Table 4 Diseases of Immune Dysregulation	Subtable 4 Autoimmunity with or without Lymphoproliferation
446	SH2D1A	SH2D1A	SH2D1A (SAP) deficiency (XLP1)	XL		false	false	true	300490	Table 4 Diseases of Immune Dysregulation	Subtable 7 Susceptibility to EBV and Lymphoproliferative Conditions
447	SH3BP2	SH3BP2	Cherubism	AD		true	false	false	118400	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
448	SH3KBP1	SH3KBP1	SH3KBP1 (CIN85) deficiency	XL		false	false	true	300310	Table 3 Predominantly Antibody Deficiencies	Subtable 2 CVID Phenotype
449	SHARPIN	SHARPIN	SHARPIN deficiency	AR		false	true	false		Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
450	SKIV2L	SKIV2L	Tricho-hepato-enteric syndrome due to SKIV2L mutations	AR		false	true	false	614602	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 9 Other Combined immunodeficiencies wwith syndromic features
451	SLC19A1	SLC19A1	Folate malabsorption	AR		false	true	false		Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 6 Defects of Vitamin B12 and Folate Metabolism
452	SLC29A3	SLC29A3	Hyperpigmentation hypertrichosis, histiocytosis-lymphadenopathy plus syndrome SLC29A3 mutation	AR		false	true	false	602782	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
453	SLC35C1	SLC35C1	Leukocyte adhesion deficiency type 2 (LAD2)	AR		false	true	false	605881	Table 5 Congenital defects of phagocyte number or function	Subtable 2 Defects of Motility
454	SLC39A7	SLC39A7	SLC39A7 (ZIP7) deficiency	AR		false	true	false	601416	Table 3 Predominantly Antibody Deficiencies	Subtable 1 Agammaglobulinemia
455	SLC46A1	SLC46A1	SLC46A1/PCFT deficiency causing hereditary folate malabsorbtion	AR		false	true	false	229050	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 6 Defects of Vitamin B12 and Folate Metabolism
456	SLC7A7	SLC7A7	Lysinuric protein intolerance SLC7A7 deficiency	AR		false	true	false	222700	Table 4 Diseases of Immune Dysregulation	Subtable 1 Familial Hemophagocytic Lymphohistiocytosis (FHL syndromes)
457	SLX4	SLX4	Fanconi Anemia Type P	AR		false	true	false	613951	Table 9 Bone marrow failure	
458	SMARCAL1	SMARCAL1	Schimke Immuno-osseous Dysplasia	AR		false	true	false	606622	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 4 Immuno-osseous Dysplasias
459	SMARCD2	SMARCD2	SMARCD2 deficiency	AR		false	true	false	601736	Table 5 Congenital defects of phagocyte number or function	Subtable 1 Congenital Neutropenias
460	SNORA31	SNORA31	SNORA31 deficiency	AD		true	false	false		Table 6 Defects in intrinsic and innate immunity	Subtable 4 Herpes Simplex Encephalitis (HSE)
461	SNX10	SNX10	SNX10 deficiency associated osteopetrosis	AR		false	true	false	614780	Table 6 Defects in intrinsic and innate immunity	Subtable 8 Other Inborn Errors of Immunity Related to Non-Hematopoietic Tissues
462	SOCS1	SOCS1	SOCS1 deficiency	AD	Haplosufficiency	true	false	false		Table 4 Diseases of Immune Dysregulation	Subtable 4 Autoimmunity with or without Lymphoproliferation
463	SP110	SP110	Hepatic veno-occlusive disease with immunodeficiency (VODI)	AR		false	true	false	604457	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 9 Other Combined immunodeficiencies wwith syndromic features
464	SPI1	SPI1	Pu.1 deficiency	AD		true	false	false		Table 3 Predominantly Antibody Deficiencies	Subtable 1 Agammaglobulinemia
465	SPINK5	SPINK5	Comel-Netherton syndrome	AR		false	true	false	605010	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 5 Hyper IgE Syndromes (HIES)
466	SPPL2A	SPPL2A	SPPL2a deficiency	AR		false	true	false		Table 6 Defects in intrinsic and innate immunity	Subtable 1 Mendelian Susceptibility to mycobacterial disease (MSMD)
467	SRP19	SRP19	SRP19 deficiency	AR		false	true	false		Table 5 Congenital defects of phagocyte number or function	Subtable 1 Congenital Neutropenias
468	SRP54	SRP54	SRP54 deficiency	AD		true	false	false		Table 5 Congenital defects of phagocyte number or function	Subtable 1 Congenital Neutropenias
469	SRP72	SRP72	BMFS1 (SRP72-deficiency)	AD		true	false	false	602122	Table 9 Bone marrow failure	
470	SRPRA	SRPRA	SRPRA deficiency	AR		false	true	false		Table 5 Congenital defects of phagocyte number or function	Subtable 1 Congenital Neutropenias
471	STAT1	STAT1	STAT1 deficiency (AR LOF)	AR		false	true	false	600555	Table 6 Defects in intrinsic and innate immunity	Subtable 3 Predisposition to Severe Viral Infection
472	STAT1	STAT1	STAT1 GOF	AD	GOF	true	false	false	600555	Table 6 Defects in intrinsic and innate immunity	Subtable 6 Predisposition to Mucocutaneous Candidiasis
473	STAT1	STAT1	STAT1 deficiency (AD LOF)	AD		true	false	false	600555	Table 6 Defects in intrinsic and innate immunity	Subtable 1 Mendelian Susceptibility to mycobacterial disease (MSMD)
474	STAT2	STAT2	STAT2 deficiency	AR		false	true	false	600556	Table 6 Defects in intrinsic and innate immunity	Subtable 3 Predisposition to Severe Viral Infection
475	STAT2	STAT2	STAT2 GOF	AR	GOF	false	true	false		Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
476	STAT3	STAT3	AD-HIES Job syndrome	AD	LOF, DN	true	false	false	102582	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 5 Hyper IgE Syndromes (HIES)
477	STAT3	STAT3	STAT3 GOF mutation	AD	GOF	true	false	false	102582	Table 4 Diseases of Immune Dysregulation	Subtable 3 Regulatory T Cell Defects
478	STAT4	STAT4	Pansclerotic morphea	AD	GOF	true	false	false	620443	Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
479	STAT5B	STAT5B	STAT5b deficiency	AR		false	true	false	245590	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 9 Other Combined immunodeficiencies wwith syndromic features
480	STAT5B	STAT5B	STAT5b deficiency	AD	DN	true	false	false	604260	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 9 Other Combined immunodeficiencies wwith syndromic features
481	STAT6	STAT6	STAT6 disorder	AD	GOF	true	false	false	620532	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 5 Hyper IgE Syndromes (HIES)
482	STIM1	STIM1	STIM1 deficiency	AR		false	true	false	605921	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 8 Calcium Channel Defects
483	STING1	STING1	STING-like disease	AR	GOF	false	true	false		Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
484	STING1	STING1	STING--associated vasculopathy, infantile-onset	AD	GOF	true	false	false	612374	Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
485	STK4	STK4	MST1 deficiency	AR		false	true	false	614868	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
